Country,Year,Month,Mean_Temperature_C,Mean_Dewpoint_C,Mean_Wind_Speed_m_s,Total_Precipitation_mm,Mean_Solar_Radiation_MJ_m2,Mean_Soil_Moisture_0_7cm,Mean_Soil_Moisture_7_28cm,Mean_Soil_Moisture_28_100cm,Mean_Soil_Temperature_7_28cm_C,Mean_Soil_Temperature_28_100cm_C
Algeria,1985,1,6.3795166,2.4095764,2.8660657,68.8577835559845,230.16075611114502,0.33317104,0.32791728,0.28008565,6.634796,8.280487
Algeria,1985,2,11.320221,5.452301,2.753909,34.457561016082764,314.6098442077637,0.28217876,0.2989149,0.2798414,10.104828,10.044647
Algeria,1985,3,9.016632,4.5865784,2.864231,115.41357803344727,390.83262062072754,0.3139973,0.31807423,0.29255137,9.317474,9.641235
Algeria,1985,4,14.399078,7.084015,2.7888348,41.04856252670288,546.2604331970215,0.24696958,0.2812925,0.287363,13.78421,12.473145
Algeria,1985,5,16.397827,10.220306,2.5869749,76.81062150001526,546.999921798706,0.275779,0.2910366,0.2751166,15.924072,14.566101
Algeria,1985,6,23.863464,13.6441345,2.3618343,12.422068119049072,643.5819053649902,0.16422124,0.21859497,0.24832413,23.014648,20.11026
Algeria,1985,7,27.458374,13.505554,2.1952443,6.540676042437553,664.1587753295898,0.12509234,0.17715208,0.21734455,26.793365,24.202393
Algeria,1985,8,25.894226,13.344025,2.213997,4.299222156405449,605.019437789917,0.113544665,0.1674771,0.20143364,26.441376,25.4039
Algeria,1985,9,22.056274,12.967102,1.9292672,37.96127200126648,466.45666122436523,0.15692303,0.17321673,0.19037932,22.960846,23.4169
Algeria,1985,10,17.387848,10.542847,1.9660987,34.80677020549774,372.54273414611816,0.18844493,0.19930486,0.18040344,18.393799,20.073242
Algeria,1985,11,13.332581,8.03952,2.6885657,72.40232706069946,244.6658420562744,0.25960776,0.24356815,0.18031798,13.942749,16.263763
Algeria,1985,12,9.238892,5.083679,2.5355392,37.12205624580383,212.45911741256714,0.28232875,0.27674586,0.20822667,9.27356,11.515106
Algeria,1986,1,7.554474,3.4509583,3.2506406,73.22093534469604,235.26388502120972,0.30478522,0.29664233,0.2314568,7.8423157,9.670837
Algeria,1986,2,8.662476,3.7781982,3.417896,58.93610858917236,281.46588134765625,0.3248991,0.32307476,0.2692777,7.9620056,8.509064
Algeria,1986,3,10.184509,5.560486,2.6078923,99.5030906200409,411.4097480773926,0.32242924,0.33049104,0.2907445,10.289154,10.384949
Algeria,1986,4,12.436737,5.718689,3.0379972,42.493886947631836,515.7521438598633,0.25329718,0.27968115,0.28472853,12.355743,11.705872
Algeria,1986,5,20.064362,10.703613,2.337688,27.716534912586212,631.136604309082,0.1778616,0.22561382,0.25891703,19.033417,16.319153
Algeria,1986,6,22.134644,12.083374,2.2667022,21.69468641281128,632.4139595031738,0.17602584,0.20844848,0.23034152,21.509888,19.355377
Algeria,1986,7,25.329102,12.587128,2.3530312,12.382022559642792,650.5077610015869,0.13301335,0.1767867,0.20811541,25.080933,23.126495
Algeria,1986,8,27.3331,13.755005,2.1471188,9.395618349313736,593.9039421081543,0.122820444,0.16791561,0.19845057,27.132233,25.471832
Algeria,1986,9,22.49649,13.300232,2.1726065,37.35159873962402,456.4775562286377,0.14976254,0.16723873,0.18770795,23.54773,23.950745
Algeria,1986,10,17.772064,12.4782715,2.1413732,60.97787606716156,341.2730522155762,0.24590088,0.22720267,0.18516761,18.640015,20.395538
Algeria,1986,11,11.763947,7.1622314,2.365974,53.251333236694336,246.31007194519043,0.2591189,0.25952846,0.19687411,12.662476,15.14682
Algeria,1986,12,7.965088,4.596161,2.5210104,71.35255575180054,201.36113834381104,0.3098948,0.30012566,0.22819883,8.735962,11.328888
Algeria,1987,1,7.2662964,2.3735657,3.0865834,63.79139518737793,243.5357027053833,0.31631878,0.3150316,0.26816988,6.956604,8.479187
Algeria,1987,2,8.727875,4.8645325,3.217577,105.5395450592041,256.9844398498535,0.34611022,0.3421452,0.29503614,8.485992,9.195068
Algeria,1987,3,10.6527405,5.8789673,2.6260564,46.0749671459198,421.9586515426636,0.28901637,0.30957562,0.30456007,10.567657,10.345886
Algeria,1987,4,15.53241,7.835022,2.4861557,24.73347008228302,548.4068298339844,0.2364222,0.274299,0.28480163,14.495514,12.720123
Algeria,1987,5,16.979889,9.381592,2.4248912,41.349546670913696,588.6590690612793,0.19308405,0.22655931,0.26266083,17.327576,16.12436
Algeria,1987,6,22.994202,12.591248,2.4846935,8.760249316692352,635.8021545410156,0.15452911,0.20266771,0.23634642,22.373627,19.8638
Algeria,1987,7,26.057281,15.603485,2.2352376,22.64985090494156,617.3426189422607,0.14909126,0.18316281,0.2173028,25.733765,23.489594
Algeria,1987,8,27.686005,13.15686,2.3108203,8.54321801662445,590.1328887939453,0.11848164,0.16583599,0.19830135,27.219727,25.55484
Algeria,1987,9,24.80603,12.872162,2.0845613,18.764825463294983,481.5193748474121,0.12608752,0.16125083,0.18636806,25.36023,25.05655
Algeria,1987,10,19.88565,10.734802,2.5064478,28.892187893390656,371.33581733703613,0.18515702,0.194565,0.1812913,20.295227,21.704193
Algeria,1987,11,12.012939,6.447296,2.8613305,55.606666803359985,256.3901424407959,0.23088476,0.21955444,0.18407135,13.626587,16.930756
Algeria,1987,12,11.018982,6.6125793,2.3101246,27.296337604522705,226.00342082977295,0.25554803,0.25431627,0.20251206,10.918579,12.869904
Algeria,1988,1,9.667175,4.7723694,3.0587003,41.666194558143616,234.0346622467041,0.27595899,0.27210173,0.21866904,9.174652,10.622498
Algeria,1988,2,8.661591,3.5597534,2.5122287,37.091232895851135,313.6028232574463,0.25711828,0.26532176,0.22833677,9.184662,10.409637
Algeria,1988,3,10.786621,3.9091187,3.033229,46.874545097351074,456.08252143859863,0.2553243,0.27128857,0.23699726,10.278198,10.061768
Algeria,1988,4,14.743866,7.689728,2.492546,46.85542345046997,520.9817504882812,0.20207131,0.22299789,0.22774825,14.748535,13.697327
Algeria,1988,5,18.793915,10.647827,2.4567134,52.901679039001465,581.450029373169,0.22233105,0.23737447,0.21848567,18.142273,16.36441
Algeria,1988,6,21.868042,13.295288,2.5247056,54.96649503707886,607.8497886657715,0.20029189,0.2266675,0.20875989,21.710083,19.777618
Algeria,1988,7,27.028137,14.202362,2.265336,4.706513434648514,663.6327743530273,0.13227083,0.18599598,0.19523485,26.37024,23.740692
Algeria,1988,8,27.201721,14.21051,2.1679566,5.607237353920937,600.7514152526855,0.11840126,0.1665005,0.18671781,27.25998,25.839447
Algeria,1988,9,21.605682,11.996887,2.2185035,28.401970267295837,475.6087017059326,0.14828858,0.17251311,0.1768365,22.940308,23.752594
Algeria,1988,10,19.304535,10.084747,2.1824589,22.937086403369904,370.9252634048462,0.1631566,0.17766774,0.16705808,19.722656,20.948975
Algeria,1988,11,13.182526,8.151093,2.2895803,45.3020453453064,243.78559112548828,0.21084642,0.20753093,0.17262027,14.442749,17.016052
Algeria,1988,12,7.5698547,4.141968,2.6671507,79.29999828338623,210.27637004852295,0.30991215,0.29650941,0.21203922,8.355591,11.190826
Algeria,1989,1,7.2479553,2.734497,1.9906274,22.126405358314514,265.4479064941406,0.25998613,0.27424482,0.23934308,7.157776,8.877441
Algeria,1989,2,9.089722,3.2009277,2.7812033,31.343624591827393,309.3315124511719,0.24672468,0.26201022,0.2381738,8.438934,8.857849
Algeria,1989,3,12.318848,5.6015625,2.6977055,45.346826672554016,470.0101652145386,0.22956811,0.2540106,0.23456791,11.879486,11.348389
Algeria,1989,4,13.189301,6.2994385,3.3690984,70.75818300247192,518.3890914916992,0.2534742,0.26233348,0.23508298,13.407623,12.800964
Algeria,1989,5,18.020447,9.494446,2.414943,22.599727153778076,629.5688896179199,0.191104,0.22949308,0.23229432,17.465302,15.536896
Algeria,1989,6,21.430939,12.510559,2.118502,43.04082155227661,618.7544059753418,0.20634003,0.23118268,0.22541979,20.92633,18.924438
Algeria,1989,7,26.572876,13.1050415,2.2926624,8.172843277454376,652.237958908081,0.132725,0.18484995,0.20673679,26.079987,23.609283
Algeria,1989,8,27.168274,15.054657,2.0356326,36.20122563838959,563.707311630249,0.13367416,0.16896062,0.19008544,27.235504,25.711395
Algeria,1989,9,22.290924,14.847534,2.180704,32.84832000732422,453.82384300231934,0.18996695,0.20926975,0.1837427,23.014618,23.480286
Algeria,1989,10,17.858948,11.374908,2.1563687,17.906422317028046,382.89556980133057,0.17308928,0.20000264,0.18436812,18.769531,20.133698
Algeria,1989,11,14.226868,7.9339905,2.4591782,37.419859170913696,270.68859100341797,0.19801342,0.20241122,0.18667874,14.697113,16.742401
Algeria,1989,12,12.004272,6.7974243,2.4799118,23.093610644340515,223.7867341041565,0.22237909,0.22777294,0.19144745,11.944,13.951996
Algeria,1990,1,8.161407,5.0008545,2.4452035,59.49592995643616,220.05149745941162,0.2977582,0.27884036,0.20906565,8.607422,10.542572
Algeria,1990,2,11.886719,4.7884827,2.3415906,1.9120345413684845,352.6808090209961,0.20699555,0.24455747,0.21772273,10.852631,10.990784
Algeria,1990,3,12.379303,5.994629,2.397173,46.11338543891907,425.04512310028076,0.19999412,0.21305367,0.21007934,12.664734,12.640381
Algeria,1990,4,13.036438,7.3005066,2.7431965,68.72119188308716,498.53919982910156,0.25757116,0.25435814,0.21302098,13.287689,12.860931
Algeria,1990,5,17.835175,11.87854,2.2444818,83.44825005531311,556.7217750549316,0.27241448,0.28452083,0.23451748,17.40216,15.877441
Algeria,1990,6,24.278564,13.288422,2.2584796,18.173160552978516,633.1475257873535,0.16624534,0.21289274,0.22043027,23.384949,20.55127
Algeria,1990,7,25.448517,13.695557,2.3098366,15.914683640003204,651.6793193817139,0.13643116,0.18183102,0.20544246,25.603088,23.805206
Algeria,1990,8,25.024658,14.665985,2.048522,20.795580685138702,588.6078052520752,0.14975248,0.18524054,0.19534071,25.635956,24.631104
Algeria,1990,9,25.284515,14.496826,2.1476882,16.758041381835938,466.0784912109375,0.1441217,0.17062467,0.18387143,25.492249,24.979675
Algeria,1990,10,18.97232,11.169159,2.4764872,25.36132651567459,372.91112995147705,0.16712901,0.1772263,0.18077067,20.016205,21.657898
Algeria,1990,11,12.305023,8.024048,2.709038,77.69463300704956,236.5709638595581,0.25550175,0.23991942,0.18966487,13.796295,16.633331
Algeria,1990,12,7.138092,3.5919495,2.890584,80.36579918861389,205.69507360458374,0.30814323,0.29797924,0.22717649,7.859314,10.62088
Algeria,1991,1,7.0950317,3.012146,2.1915483,41.56955015659332,254.44153118133545,0.29172805,0.29595265,0.2572784,7.2545776,9.12262
Algeria,1991,2,7.417053,3.417328,2.6470988,66.52731037139893,263.67594146728516,0.32360494,0.3183354,0.271962,7.3573303,8.219452
Algeria,1991,3,11.601685,6.2627563,3.368261,103.67055892944336,390.58020401000977,0.3164958,0.3253797,0.28860775,10.911499,10.44165
Algeria,1991,4,11.597778,6.0616455,2.8132906,44.1370153427124,500.26662826538086,0.2823033,0.30293554,0.29306895,11.799072,11.471649
Algeria,1991,5,14.660522,7.380829,2.5916526,39.111695885658264,611.5429496765137,0.21261151,0.24756831,0.26801032,14.482941,13.032593
Algeria,1991,6,22.133942,12.205841,2.4065366,11.24774158000946,639.0245819091797,0.17232847,0.2192106,0.24800234,21.445984,18.75653
Algeria,1991,7,26.417694,13.271301,2.2147632,4.989546701312065,656.6345844268799,0.1255156,0.18142073,0.2267374,25.732697,23.054016
Algeria,1991,8,26.672913,13.226074,2.1137924,16.69565111398697,598.5850315093994,0.129869,0.1726585,0.20609887,26.254517,24.626373
Algeria,1991,9,23.27945,14.441589,2.1637607,33.062095642089844,460.294189453125,0.15881523,0.16905212,0.18432386,24.34851,24.423462
Algeria,1991,10,16.56186,10.782837,2.4306083,80.3267822265625,326.2530813217163,0.25537807,0.23517533,0.18706512,17.686096,19.79892
Algeria,1991,11,11.307678,6.0057373,2.540555,31.02946400642395,261.9550609588623,0.24424699,0.25648785,0.2024465,11.956909,14.578827
Algeria,1991,12,7.476349,3.4221802,2.3507695,20.266281485557556,220.23673009872437,0.26331836,0.26482072,0.21674243,8.070831,10.581207
Algeria,1992,1,6.564087,2.4439392,2.1754568,68.42858219146729,238.82654237747192,0.25588426,0.2642812,0.22683328,6.498993,8.130096
Algeria,1992,2,8.20401,3.2542114,2.1186857,31.311434626579285,320.82262229919434,0.2810264,0.29450107,0.25532117,7.74942,8.343994
Algeria,1992,3,10.12323,5.3616333,2.8164842,69.67147088050842,404.6698579788208,0.28555742,0.2952859,0.26502922,9.964722,9.834473
Algeria,1992,4,12.779846,6.7207336,3.1033711,82.62198686599731,513.8792037963867,0.28247017,0.3015373,0.27876544,12.210754,11.014191
Algeria,1992,5,17.40213,10.328918,2.350969,78.31312561035156,589.0876865386963,0.25643864,0.28368747,0.27454075,16.34668,14.6927185
Algeria,1992,6,19.734161,11.015961,2.6943119,27.705448865890503,602.0787620544434,0.19650073,0.23444013,0.2517041,19.347229,17.677307
Algeria,1992,7,24.007843,14.286163,2.1401024,23.477640211582184,634.0918712615967,0.16006361,0.19665009,0.22730902,23.50055,21.213776
Algeria,1992,8,26.292847,13.020355,2.066369,2.9512878358364105,607.7530937194824,0.12136247,0.17444202,0.21185666,26.031158,24.269196
Algeria,1992,9,23.193817,13.030518,2.0791204,13.828761577606201,477.1574306488037,0.13092664,0.16406018,0.19553714,23.742249,23.57019
Algeria,1992,10,17.049377,9.655914,2.6283283,43.834717988967896,354.93867111206055,0.1954989,0.1982965,0.18642697,17.819489,19.516357
Algeria,1992,11,12.898376,7.79068,2.3930893,48.04514408111572,258.5291290283203,0.25225374,0.24903819,0.20008703,13.1328125,15.466766
Algeria,1992,12,9.0972595,4.5660095,2.8711736,61.221142649650574,214.3176817893982,0.258325,0.26115417,0.21474656,9.356018,11.600708
Algeria,1993,1,6.925293,1.5859375,1.99461,18.16154032945633,281.5456590652466,0.26263753,0.2821417,0.24883677,6.692566,8.57785
Algeria,1993,2,7.4351196,3.375763,2.4071233,46.4142165184021,280.67456817626953,0.26332203,0.2656099,0.25209248,7.789337,8.732086
Algeria,1993,3,10.34436,4.3647156,2.6515603,37.48568117618561,457.15690326690674,0.26342726,0.27657923,0.25309137,9.756226,9.285431
Algeria,1993,4,13.614227,6.027527,2.643651,44.981088638305664,534.9592208862305,0.21449041,0.23695977,0.23951961,13.3559265,12.366364
Algeria,1993,5,18.285492,9.942902,2.636936,38.81335175037384,616.3248519897461,0.21857202,0.24985754,0.23915721,17.296814,15.138733
Algeria,1993,6,23.556396,13.03949,2.4341986,7.18596026301384,645.1217651367188,0.13738166,0.19366625,0.22804831,23.056,20.390656
Algeria,1993,7,26.340363,13.285065,2.5222528,3.466930590569973,661.615156173706,0.11798835,0.17240565,0.2103134,26.01233,23.842163
Algeria,1993,8,26.95169,13.792694,2.2130404,8.704092770814896,590.2062664031982,0.12156204,0.16550677,0.19620217,27.015839,25.631012
Algeria,1993,9,21.654205,12.108978,2.5296876,37.250518798828125,468.193416595459,0.16584715,0.17307144,0.18636636,22.651733,23.405975
Algeria,1993,10,17.914581,9.544128,2.6390233,28.90899497270584,362.1818571090698,0.17817101,0.19411655,0.17639305,18.46054,19.808624
Algeria,1993,11,12.151611,7.7786255,2.4424028,47.06600546836853,233.47051620483398,0.24362023,0.23537983,0.18399428,13.10202,15.697327
Algeria,1993,12,9.143463,5.241638,2.5042744,49.33840084075928,219.8628945350647,0.2725816,0.27318957,0.20868427,9.22464,11.480652
Algeria,1994,1,8.407349,4.410553,3.032056,52.873767018318176,235.8630862236023,0.29031834,0.28957573,0.22951384,8.419281,10.020966
Algeria,1994,2,9.348175,3.342163,3.1954002,51.72714185714722,313.907958984375,0.28360382,0.2932681,0.24651335,8.551788,9.021027
Algeria,1994,3,12.831482,6.31958,2.2483215,14.587460219860077,478.4465208053589,0.20923264,0.2432662,0.24156474,12.338104,11.64679
Algeria,1994,4,12.379028,4.8499146,3.061329,41.14964246749878,537.586727142334,0.20654088,0.21999367,0.2240583,12.810181,12.555664
Algeria,1994,5,20.719421,8.91864,2.5928931,12.996712476015091,651.8151950836182,0.15253778,0.19018698,0.20834665,19.259186,16.446442
Algeria,1994,6,23.577118,10.533447,2.6475475,5.783623158931732,665.7773208618164,0.12560193,0.16919112,0.1964092,23.651215,21.42398
Algeria,1994,7,27.874725,12.094757,2.1761386,3.0785479694604874,679.2042598724365,0.116684824,0.16378404,0.18949336,27.278534,24.77652
Algeria,1994,8,29.16623,13.588654,2.1874259,5.387533664703369,604.1674652099609,0.11670798,0.15870036,0.18137482,28.725891,26.933533
Algeria,1994,9,22.774445,13.361389,2.4550483,65.16074180603027,456.3500118255615,0.16684033,0.17531748,0.17090361,24.00354,24.833984
Algeria,1994,10,17.640686,13.130188,2.164938,67.10225677490234,331.72751808166504,0.28583077,0.27682418,0.19008172,18.28064,20.147583
Algeria,1994,11,13.671875,9.09259,2.0923152,27.143120169639587,274.8998737335205,0.24367847,0.25976896,0.2049056,14.174042,16.498016
Algeria,1994,12,9.226837,5.115326,2.3475676,30.41090226173401,233.9603681564331,0.22933854,0.2435587,0.2154777,9.572449,12.191925
Algeria,1995,1,7.5066223,3.7802734,3.058206,90.97518301010132,239.49986028671265,0.31289688,0.3087633,0.25729907,7.744934,9.332611
Algeria,1995,2,10.950684,5.6982727,2.6247663,27.728435039520264,321.7872314453125,0.23348205,0.2639999,0.26427117,10.360687,10.563446
Algeria,1995,3,10.554199,5.0871277,2.936177,70.54727935791016,441.0644130706787,0.29747772,0.3082835,0.27461034,10.432831,10.714783
Algeria,1995,4,12.8203125,4.9708557,2.6086626,28.946871757507324,556.1859512329102,0.19147474,0.22573924,0.25256854,12.819305,12.192291
Algeria,1995,5,19.5141,8.641449,2.6498234,5.493783563375473,656.1355457305908,0.1490706,0.19564983,0.2255956,18.6698,16.269592
Algeria,1995,6,22.583374,13.080322,2.3771124,24.671891927719116,604.8718070983887,0.15940088,0.18800521,0.21440014,22.126862,19.984253
Algeria,1995,7,26.645264,13.058258,2.402943,4.156355053186417,675.1146259307861,0.11468376,0.16314426,0.1884138,26.308289,23.781372
Algeria,1995,8,25.914185,13.901428,2.3052876,24.75774246454239,578.8297805786133,0.13345373,0.15721206,0.17009813,26.374908,25.448242
Algeria,1995,9,21.209167,12.490753,2.420746,47.176673412323,447.9240131378174,0.17250274,0.17414437,0.15787297,22.253265,23.006317
Algeria,1995,10,18.087189,11.3506775,1.8508897,31.175058960914612,366.92219257354736,0.20389351,0.205646,0.15613072,18.460663,19.644287
Algeria,1995,11,13.182922,6.282013,2.8062582,34.165263175964355,268.56648445129395,0.20060845,0.20421152,0.15981805,13.9470825,16.328217
Algeria,1995,12,11.019318,6.968872,2.8814743,49.46536302566528,212.95728397369385,0.26353812,0.24962384,0.17754287,10.7052,12.464111
Algeria,1996,1,10.28064,5.624939,3.0419893,65.52201437950134,238.37569284439087,0.30411145,0.28873304,0.20057298,10.076141,11.60849
Algeria,1996,2,7.841339,3.7250366,3.5322545,125.63095283508301,272.63981437683105,0.3387398,0.3302341,0.24975164,8.2092285,9.647827
Algeria,1996,3,11.076294,5.9610596,2.7129383,63.29886794090271,424.34915924072266,0.30988586,0.32471365,0.2884178,10.310669,9.946777
Algeria,1996,4,13.478485,7.6586914,2.8100328,83.84249210357666,480.5108642578125,0.25546017,0.2738284,0.27328825,13.360504,12.717804
Algeria,1996,5,17.190857,10.296448,2.4063337,57.00431001186371,614.1514320373535,0.26988307,0.29978034,0.28161255,16.451202,14.987579
Algeria,1996,6,21.19101,12.87558,2.225848,38.22588086128235,605.9127616882324,0.19595546,0.23031399,0.25029507,20.600128,18.721924
Algeria,1996,7,25.329865,12.876129,2.413607,13.458329737186432,648.3096256256104,0.13776447,0.1840814,0.2184085,24.664215,22.223846
Algeria,1996,8,26.223633,14.723724,2.3023157,18.318814754486084,570.8487682342529,0.123708464,0.16116321,0.1908926,26.457245,25.007904
Algeria,1996,9,20.427582,11.726501,2.6104605,31.985074281692505,456.058874130249,0.17131262,0.1746422,0.17375591,21.20465,22.044312
Algeria,1996,10,15.812286,8.525818,2.5088074,27.386980533599854,374.7711133956909,0.1616827,0.17359135,0.16330576,16.77475,18.421082
Algeria,1996,11,13.143524,5.511688,3.0418642,20.86223065853119,269.4407272338867,0.16074808,0.17390972,0.16418566,13.552307,15.605408
Algeria,1996,12,10.473297,4.9776306,3.2078364,41.65479028224945,222.1798768043518,0.2310299,0.20984413,0.17176968,10.269012,12.280457
Algeria,1997,1,9.573822,4.5715637,2.9649253,46.398821234703064,237.84964752197266,0.2669607,0.25014925,0.18608235,9.126251,10.422272
Algeria,1997,2,10.608276,4.7905884,2.1400712,15.819761276245117,334.63318634033203,0.23068464,0.2499043,0.197432,9.994232,10.41922
Algeria,1997,3,11.237122,3.5691528,2.3503177,12.708877384662628,496.05067253112793,0.16587347,0.1987558,0.19072448,11.444733,11.421112
Algeria,1997,4,14.054352,6.881073,2.5923388,72.6409363746643,501.6206359863281,0.22764166,0.214482,0.18470094,13.618103,12.872742
Algeria,1997,5,19.868988,10.061096,2.500396,24.94533282518387,628.3038501739502,0.17515704,0.20661303,0.17857735,18.961792,16.584045
Algeria,1997,6,24.686066,12.195648,2.6701338,13.855192959308624,646.03271484375,0.13727406,0.17844398,0.1785552,24.297363,21.860352
Algeria,1997,7,26.13028,13.092041,2.5868917,6.266046777367592,657.7897052764893,0.11936679,0.1598596,0.1672056,25.787231,23.646088
Algeria,1997,8,25.867432,14.613464,2.240312,27.205393493175507,568.2179355621338,0.1443027,0.15733069,0.15912087,26.147522,25.214172
Algeria,1997,9,22.19809,14.735168,2.0877554,58.1728720664978,427.7892780303955,0.1977901,0.18859813,0.1481364,22.728394,23.188751
Algeria,1997,10,18.254425,11.742401,2.3721693,45.164942145347595,350.21672439575195,0.19828998,0.20071545,0.14778465,19.15268,20.672577
Algeria,1997,11,12.862122,8.491516,3.1285522,93.14212560653687,232.98906326293945,0.29756948,0.27619368,0.1711121,13.256012,15.713348
Algeria,1997,12,9.784271,5.7164,2.9203699,53.16820502281189,217.6457347869873,0.30661526,0.30298227,0.21897386,9.948029,12.178619
Algeria,1998,1,8.670746,4.3988953,2.6574135,26.833821415901184,260.21887969970703,0.27390763,0.28341538,0.2405276,8.414001,10.046631
Algeria,1998,2,10.026367,5.474579,2.2817364,36.16383504867554,311.1214065551758,0.27160513,0.27669954,0.24640298,9.677063,10.248627
Algeria,1998,3,11.237335,4.468628,2.569378,29.978398978710175,469.7064256668091,0.22495587,0.25201485,0.24152134,10.972412,10.774841
Algeria,1998,4,14.6059265,6.9920654,3.1696594,66.22904777526855,524.0335464477539,0.2225069,0.23389931,0.22408561,14.227844,13.313507
Algeria,1998,5,17.109436,10.930878,2.5768175,98.30703115463257,547.030668258667,0.2660912,0.276552,0.22756849,16.47998,15.145233
Algeria,1998,6,24.15564,11.139557,2.4398696,14.05822366476059,647.6840972900391,0.16199559,0.20885651,0.20819204,22.810272,19.878845
Algeria,1998,7,27.343262,12.298065,2.4315727,1.3692438900470734,682.8457641601562,0.108940415,0.16128893,0.17970362,27.071167,24.544373
Algeria,1998,8,26.359772,14.370331,2.393572,15.737601399421692,581.7091865539551,0.12913053,0.15713301,0.17047438,26.557922,25.297089
Algeria,1998,9,23.51535,13.720154,2.582303,45.10308265686035,450.5961227416992,0.14998616,0.1609331,0.15445323,24.298065,24.595215
Algeria,1998,10,15.934143,8.866577,2.3500726,37.28833472728729,368.37735748291016,0.21208286,0.21913439,0.1576759,17.00534,19.21811
Algeria,1998,11,11.938232,6.623108,2.5050824,62.55068063735962,248.3825969696045,0.20059416,0.2114951,0.16291168,13.110352,15.709198
Algeria,1998,12,7.8279114,3.3814697,2.5214763,35.57768225669861,230.07760763168335,0.26991263,0.26936707,0.19585897,8.07486,10.70166
Algeria,1999,1,8.410767,4.3310547,2.761443,86.72683525085449,223.46148681640625,0.3110085,0.30087477,0.2233255,8.120087,9.488953
Algeria,1999,2,7.174774,2.866333,2.8596644,47.192261695861816,269.99288177490234,0.31410867,0.31789097,0.26032636,6.9906616,7.969391
Algeria,1999,3,11.4635315,5.6115723,2.860849,61.28822314739227,444.21545219421387,0.26588205,0.28183308,0.25588423,10.994598,10.66864
Algeria,1999,4,14.795502,6.4733887,2.6905959,15.234003067016602,580.630989074707,0.2025479,0.24381721,0.24126582,14.0364685,12.603088
Algeria,1999,5,21.599365,10.338379,2.6544542,22.270473957061768,637.5914688110352,0.15948306,0.20367807,0.22157486,20.23468,17.621552
Algeria,1999,6,24.899872,12.81015,2.4959097,11.939614713191986,633.5690116882324,0.12987116,0.17169565,0.20160456,24.396057,21.874268
Algeria,1999,7,26.704773,13.258148,2.4448519,6.321572870016098,665.0301418304443,0.11515846,0.15886372,0.18167993,26.612427,24.643158
Algeria,1999,8,29.036865,14.391602,2.338988,9.58500748872757,579.0002460479736,0.116623096,0.15358607,0.16721947,28.719543,26.770142
Algeria,1999,9,23.66922,13.830627,2.3492496,26.55348837375641,474.98640060424805,0.14490323,0.15415831,0.1552829,24.75357,25.196655
Algeria,1999,10,20.245178,11.508545,2.4157422,35.84585642814636,368.4811267852783,0.18921828,0.18461275,0.15003939,20.592194,21.888245
Algeria,1999,11,11.522369,6.565094,2.6309874,58.26669216156006,248.37329864501953,0.2181099,0.21081538,0.1549635,13.230011,16.755005
Algeria,1999,12,8.750793,4.9043274,3.042822,100.94017720222473,205.97610807418823,0.30556047,0.29327556,0.18889678,9.208862,11.775909
Algeria,2000,1,6.2582703,2.0281067,1.8953812,14.37886193394661,273.5740776062012,0.2897385,0.3003381,0.24983338,6.363434,8.610504
Algeria,2000,2,9.671814,3.3695984,2.3369102,10.254825949668884,351.29547214508057,0.21577173,0.2507635,0.24521726,9.03653,9.448639
Algeria,2000,3,12.458099,4.5123596,2.3646305,22.997265577316284,484.0805139541626,0.18761472,0.21813887,0.23393166,11.925995,11.295471
Algeria,2000,4,15.337433,5.607727,3.4146967,25.007665157318115,565.7306671142578,0.18070368,0.20025976,0.21807279,14.89743,13.752991
Algeria,2000,5,20.676758,11.723572,2.4462574,58.574644804000854,604.777250289917,0.1759717,0.19433501,0.20820616,19.934082,17.740906
Algeria,2000,6,23.419464,12.49762,2.4151814,14.77914422750473,645.8185958862305,0.15873928,0.19787577,0.20038313,22.83078,20.578186
Algeria,2000,7,27.496857,12.510254,2.5539386,2.3765177354216576,678.0036106109619,0.11325719,0.16707253,0.18734613,27.126984,24.788666
Algeria,2000,8,27.241516,11.194519,2.4025033,9.322984457015991,613.4070720672607,0.120902725,0.16042684,0.17788684,26.97882,25.603485
Algeria,2000,9,22.770996,12.441589,2.2800562,28.047319650650024,471.26938819885254,0.13169071,0.15573452,0.16928703,23.969269,24.599823
Algeria,2000,10,16.373108,10.588379,2.5182958,49.649948954582214,348.724515914917,0.22659676,0.21016487,0.16809006,17.173126,19.374542
Algeria,2000,11,12.893372,6.8078613,2.8425162,39.00401830673218,269.9367427825928,0.23190637,0.2364979,0.17554827,13.217499,15.584778
Algeria,2000,12,10.24884,4.7103577,2.9485512,37.201597929000854,241.5820755958557,0.24164835,0.2462869,0.1946003,10.047333,12.23999
Algeria,2001,1,8.904083,4.2406616,3.1732574,79.98221492767334,247.36826372146606,0.29754364,0.2880499,0.22208014,8.613251,10.197845
Algeria,2001,2,8.633881,3.2806091,2.791666,42.371644020080566,320.56285095214844,0.28412133,0.29495746,0.25551888,8.449738,9.423981
Algeria,2001,3,14.9783325,6.368988,2.9682946,17.89951914548874,473.42473697662354,0.21210222,0.24694526,0.24727441,13.577057,12.397064
Algeria,2001,4,14.084991,6.2794495,2.7292955,44.10651683807373,546.4536094665527,0.18947567,0.20839913,0.2241119,14.181671,13.551361
Algeria,2001,5,17.970215,9.754456,2.5993447,39.3803209066391,594.3155307769775,0.21123032,0.23158409,0.21121423,17.40564,15.799255
