Country,Year,Area_Harvested_ha,Production_tonnes,Yield_kg_per_ha,Mean_Temperature_C,Mean_Dewpoint_C,Mean_Wind_Speed_m_s,Total_Precipitation_mm,Mean_Solar_Radiation_MJ_m2,Mean_Soil_Moisture_0_7cm,Mean_Soil_Moisture_7_28cm,Mean_Soil_Moisture_28_100cm,Mean_Soil_Temperature_7_28cm_C,Mean_Soil_Temperature_28_100cm_C,Agricultural_land_pct,Agriculture_value_added_pct_GDP,Forest_area_pct,GDP_per_capita,Population,Rural_population_pct,Temperature_change,Previous_Year_Yield,Yield_Growth_Rate,Average_Soil_Moisture,Average_Soil_Temperature,Temperature_Yearly_Change,Precipitation_Yearly_Change,Soil_Moisture_Yearly_Change
Spain,2020,2623720.0,8137810.0,3101.6,15.599278,7.5130897,2.6861842,548.4023495465517,435.0634218454361,0.23618133,0.23814334,0.2107084,16.219126,16.243393,52.3316792232841,2.78468031745976,37.1773054885498,27233.9426461608,47359424.0,20.3044325382201,2.018,2292.6,0.3528744656721625,0.22834435666666666,16.2312595,0.1519080000000006,78.84103320538998,0.02377936666666669
Spain,2021,2623290.0,8256550.0,3147.4,15.234741,7.039828,2.778886,551.5444185733795,441.76814850171405,0.22864388,0.22862881,0.20119405,15.798772,15.75235,52.4848941208322,2.76824927112995,37.1727521093233,30799.4775937775,47443821.0,20.2153757016402,1.356,3101.6,0.014766572091823527,0.2194889133333333,15.775561,-0.36453700000000033,3.142069026827812,-0.008855443333333352
Spain,2022,2635280.0,3940070.0,1495.1,16.336016,7.2780075,2.7487195,559.4358543455601,441.274112701416,0.21682715,0.2156641,0.18823993,16.867706,16.763842,53.3572810066811,2.36964000049424,37.1827922798055,30319.4987196616,47786102.0,20.0451205432186,2.401,3147.4,-0.5249729935820042,0.2069103933333333,16.815773999999998,1.1012750000000011,7.891435772180557,-0.01257852000000001
Spain,2023,2651110.0,5101010.0,1924.1,16.072708,6.914566,2.72172,452.5545776858926,453.284364382426,0.2137147,0.22081284,0.20384805,16.747551,16.800842,49.5753269878931,2.6062235563618,37.1925889548355,33493.2225409111,48352528.0,19.871508998144,2.565,1495.1,0.2869373286067822,0.21279186333333336,16.774196500000002,-0.2633080000000021,-106.88127665966749,0.005881470000000055
Spain,2024,2645680.0,8310250.0,3141.1,16.00767,8.010567,2.7967281,587.0300657898188,440.6771801710129,0.23705141,0.23973505,0.22225028,16.595537,16.570932,49.5753269878931,2.75300596488807,37.1925889548355,35326.7683069278,48848840.0,19.684800178793,2.283,1924.1,0.632503508133673,0.23301224666666667,16.5832345,-0.06503799999999771,134.47548810392618,0.020220383333333314
Syria,2000,477993.0,866052.0,1811.9,17.89824,9.000374,3.0675259,406.3479310274124,456.0154600938161,0.17235915,0.211101,0.1980264,18.697235,18.78901,74.6055065839591,24.7339772855403,2.35107193383393,1138.18722723683,16637888.0,48.123188387862,0.674,,,0.19382884999999997,18.7431225,,,
Syria,2001,488957.0,496952.0,1016.4,18.582794,10.282333,3.1065242,460.9274864196777,446.7595634460449,0.17761226,0.2061146,0.19066568,19.218859,19.304644,74.6708020459245,25.4975511779491,2.38371966481663,1177.53806921268,17051338.0,47.7145362969241,1.159,1811.9,-0.4390418897290138,0.19146418,19.2617515,0.6845539999999986,54.57955539226526,-0.0023646699999999576
Syria,2002,501500.0,940941.0,1876.3,17.927765,9.186358,3.148413,411.3616561889648,450.2902413209279,0.17259128,0.2073247,0.19303478,18.622238,18.694044,74.8666884318207,24.8635435252136,2.41636739579933,1189.98119453595,17468332.0,47.3042254300836,0.863,1016.4,0.8460251869342779,0.19098358666666668,18.658141,-0.655028999999999,-49.56583023071289,-0.00048059333333333454
Syria,2003,517000.0,552277.0,1068.2,17.824913,9.403839,3.2347095,521.6543978452682,445.9958289066951,0.1907184,0.2349747,0.22633217,18.48567,18.536163,75.2383027398006,24.6554759380094,2.45154964867368,1220.179077256,17889296.0,46.8975989451668,0.537,1876.3,-0.4306880562809785,0.21734175666666666,18.5109165,-0.10285200000000216,110.29274165630346,0.026358169999999986
Syria,2004,531400.0,1027200.0,1933.0,17.707535,8.702159,3.1796563,434.0821647644043,454.5678284962972,0.18178272,0.23260821,0.22963011,18.601585,18.62855,75.7476711881026,22.4332996039678,2.48450182491693,1368.11263904001,18336875.0,46.5,0.641,1068.2,0.8095862198090245,0.21467368,18.615067500000002,-0.11737799999999865,-87.57223308086395,-0.0026680766666666578
