Country,Year,Mean_Temperature_C,Mean_Dewpoint_C,Mean_Wind_Speed_m_s,Total_Precipitation_mm,Total_Solar_Radiation_MJ_m2,Mean_Soil_Moisture_0_7cm,Mean_Soil_Moisture_7_28cm,Mean_Soil_Moisture_28_100cm,Mean_Soil_Temperature_7_28cm_C,Mean_Soil_Temperature_28_100cm_C
Syria,2000,17.89824,9.000374,3.0675259,406.3479310274124,5472.1855211257935,0.17235915,0.211101,0.1980264,18.697235,18.78901
Syria,2001,18.582794,10.282333,3.1065242,460.92748641967773,5361.114761352539,0.17761226,0.2061146,0.19066568,19.218859,19.304644
Syria,2002,17.927765,9.186358,3.148413,411.36165618896484,5403.482895851135,0.17259128,0.2073247,0.19303478,18.622238,18.694044
Syria,2003,17.824913,9.403839,3.2347095,521.6543978452682,5351.949946880341,0.1907184,0.2349747,0.22633217,18.48567,18.536163
Syria,2004,17.707535,8.702159,3.1796563,434.0821647644043,5454.813941955566,0.18178272,0.23260821,0.22963011,18.601585,18.62855
Syria,2005,17.508036,8.831825,3.2197545,351.5798854827881,5457.6123967170715,0.16935897,0.22600865,0.2265752,18.36203,18.336962
Syria,2006,17.63755,8.750293,3.1291704,383.522891998291,5424.177914142609,0.16788466,0.21713082,0.21796441,18.53955,18.595718
Syria,2007,17.965788,8.991203,3.0715826,408.8180923461914,5399.532331466675,0.17153579,0.21158381,0.19975592,18.692331,18.67952
Syria,2008,18.132935,8.047462,3.1905196,276.298828125,5551.016537666321,0.14230584,0.17996489,0.17996669,18.898392,18.819628
Syria,2009,18.138895,9.092916,3.1425526,392.9777145385742,5336.737798213959,0.16440518,0.1914729,0.17749925,18.948408,18.879562
Syria,2010,19.535204,9.52066,3.1746352,326.5505790710449,5437.221580982208,0.14624262,0.19075234,0.1774764,20.547897,20.573257
Syria,2011,17.444939,8.772161,3.0725276,431.5443992614746,5386.037588119507,0.16705243,0.19086395,0.15015848,18.40611,18.682688
Syria,2012,18.42668,9.244794,3.1070669,538.6122512817383,5393.536023139954,0.18093616,0.20987432,0.16016316,19.24259,19.058428
Syria,2013,18.50357,8.361682,3.321668,350.2625293135643,5488.519555091858,0.154752,0.2003442,0.16539729,19.407824,19.494492
Syria,2014,18.870726,9.568982,3.2270582,362.74081814289093,5394.261363506317,0.15211424,0.18067737,0.11291259,19.67472,19.479227
Syria,2015,18.684752,8.877907,3.1741226,404.56329345703125,5441.259316444397,0.154991,0.18651871,0.16263044,19.594048,19.563002
Syria,2016,19.023752,8.203122,3.219742,371.7282485961914,5515.222367763519,0.139144,0.16112338,0.11555203,20.086044,20.08093
Syria,2017,18.792997,8.241196,3.0246923,301.01022803783417,5554.0462012290955,0.14157745,0.17353964,0.12020084,19.814894,19.636726
Syria,2018,19.488062,10.564099,3.1670024,569.6379852294922,5264.198796749115,0.18283002,0.20821309,0.12724502,20.411402,20.46338
Syria,2019,18.795221,9.675865,3.1658046,546.7447471618652,5346.520184993744,0.18260998,0.2214995,0.19179405,19.672834,19.69593
Syria,2020,19.121244,9.352641,3.152331,396.7596435546875,5428.002116203308,0.1691239,0.20340757,0.16620265,19.955061,19.912432
Syria,2021,19.236593,8.558098,3.211951,304.1182518005371,5595.461455821991,0.13508785,0.18057835,0.12693444,20.373465,20.355461
Syria,2022,18.726067,9.042511,3.1286824,367.0701599121094,5457.594323158264,0.15500824,0.18418676,0.12033481,19.905882,19.918388
Syria,2023,19.145569,9.436798,3.1269534,404.3608283996582,5432.18944311142,0.16210678,0.19534017,0.114964664,20.224897,20.153063
Syria,2024,19.50483,9.7818575,3.1526425,428.3097148090601,5336.902208328247,0.15340039,0.18878971,0.12934473,20.735952,20.80211
Tunisia,1985,17.754206,9.675278,2.9411285,304.9511778354645,5108.996212482452,0.17246132,0.20597468,0.20861699,17.891655,17.822565
Tunisia,1986,17.585114,10.017146,3.102107,411.849121555686,5028.535487174988,0.18336356,0.20716739,0.19753556,17.844215,17.908201
Tunisia,1987,18.07939,9.609538,3.062248,332.153564453125,5013.013329982758,0.17417319,0.20543523,0.20490873,18.140343,18.034386
Tunisia,1988,18.246218,9.734055,3.0934951,299.67973506450653,5115.374122142792,0.16131254,0.18936957,0.18400241,18.602396,18.706888
Tunisia,1989,17.926514,10.333153,2.8397171,279.65779876708984,5106.9058203697205,0.16795297,0.20012249,0.20282924,18.103765,18.030626
Tunisia,1990,18.03985,10.8589325,2.8794076,483.18225860595703,4942.144817352295,0.1962779,0.22327298,0.23104781,18.196678,18.285576
Tunisia,1991,16.948679,9.602054,3.0169709,384.19529724121094,5010.226001739502,0.19496535,0.22360468,0.22964962,17.108656,17.143446
Tunisia,1992,17.122215,9.821259,2.9289443,460.6713638305664,5003.286107540131,0.19456488,0.22330286,0.22411549,17.136637,17.111773
Tunisia,1993,17.673052,9.727094,3.0280883,258.7927244976163,5150.335502147675,0.17249866,0.20427303,0.21835129,17.772552,17.751495
Tunisia,1994,18.78315,9.812825,3.0602262,245.46964263916016,5226.48103761673,0.15473458,0.18682624,0.1888659,18.886816,18.842827
Tunisia,1995,18.08579,10.064384,3.050927,348.75445556640625,5106.047836780548,0.1675484,0.19411956,0.18693916,18.169535,18.183624
Tunisia,1996,17.710875,9.8005705,3.129612,403.4648895263672,5004.547492980957,0.18019478,0.20410329,0.19596428,17.633642,17.668734
Tunisia,1997,18.339058,10.527738,3.002856,404.879150390625,5037.705144882202,0.17697327,0.19880015,0.18468547,18.297308,18.303503
Tunisia,1998,18.070375,9.52325,3.0103753,313.9830322265625,5135.236129283905,0.1647279,0.19094558,0.19107814,18.147722,18.190666
Tunisia,1999,18.877548,10.37178,3.097525,363.2245635986328,5107.768561840057,0.17104147,0.19966947,0.19910277,18.908485,18.836817
Tunisia,2000,18.511244,9.72982,2.9962718,255.88924407958984,5252.8829798698425,0.1575145,0.18539335,0.17860663,18.536139,18.535606
Tunisia,2001,18.889626,9.90343,3.0648959,254.89056396484375,5214.2248640060425,0.15184464,0.17937924,0.17503214,19.050554,19.079786
Tunisia,2002,18.508204,9.979238,3.0905607,322.62965393066406,5110.492085933685,0.16004981,0.17973755,0.16575658,18.460602,18.454512
Tunisia,2003,18.680807,10.855527,3.1016347,582.6518859863281,4954.284916400909,0.19918595,0.22053324,0.19741577,18.547598,18.589949
Tunisia,2004,18.16977,10.5052185,2.9877431,441.68884670734406,5026.309490680695,0.18660198,0.20942688,0.19883592,18.077986,18.077097
Tunisia,2005,18.02532,9.9464035,3.0202026,402.98612213134766,5040.930823802948,0.17835695,0.20204467,0.19373964,17.98748,18.014063
Tunisia,2006,18.676735,10.377788,2.9443724,349.7731628417969,5112.930401802063,0.17357206,0.19938906,0.19922547,18.509844,18.466759
Tunisia,2007,18.4488,10.506584,3.0760148,402.6206741333008,5048.867898464203,0.17558597,0.20441979,0.19885314,18.344275,18.405039
Tunisia,2008,18.489786,10.374043,2.9671204,315.14759826660156,5144.324800014496,0.16848592,0.1941985,0.18405066,18.386368,18.390177
Tunisia,2009,18.32707,10.163144,3.1512496,497.3050003051758,5074.9509100914,0.18651389,0.2154776,0.20262146,18.0707,18.0158
Tunisia,2010,18.6625,10.165439,3.1905267,353.24456787109375,5042.032601356506,0.1660131,0.18885368,0.17984192,18.664099,18.762869
Tunisia,2011,18.259598,10.641965,3.0247314,452.1300582885742,5014.722322940826,0.17879544,0.20041794,0.17925495,18.22746,18.24508
Tunisia,2012,18.925028,10.436215,3.0738258,373.13280487060547,5162.454795837402,0.17231373,0.20232682,0.19315183,18.823263,18.763899
Tunisia,2013,18.449003,10.262349,3.2691734,352.1163024902344,5108.992383003235,0.16404729,0.18767415,0.17840439,18.560806,18.619543
Tunisia,2014,18.985153,10.21273,3.1840715,368.90504455566406,5150.960768699646,0.16582684,0.18929213,0.17507602,18.954031,18.91143
Tunisia,2015,18.565828,10.014397,3.1050403,332.42079162597656,5201.029873847961,0.1639802,0.18878247,0.16456209,18.793253,18.893501
Tunisia,2016,18.974005,10.304939,3.0791786,347.5758361816406,5165.6445388793945,0.16627438,0.1864953,0.15987803,19.228302,19.213697
Tunisia,2017,18.481398,9.193291,3.138688,285.7029037475586,5236.204545974731,0.15850548,0.18495221,0.16350986,18.779306,18.84861
Tunisia,2018,18.50569,10.460834,3.1057532,401.6603469848633,5034.456570625305,0.17155904,0.19043642,0.15818955,18.739275,18.714546
Tunisia,2019,18.416842,10.002167,3.2818034,435.2917785644531,5120.916856765747,0.17859942,0.201407,0.17622483,18.585182,18.547812
Tunisia,2020,18.841314,10.353595,3.02196,354.5660400390625,5144.9829659461975,0.16430716,0.18794876,0.16497786,19.102259,19.127525
Tunisia,2021,19.412169,9.739423,3.1342704,258.6603546142578,5165.857901096344,0.14962022,0.17723651,0.15873392,19.625435,19.600836
Tunisia,2022,19.65175,9.811829,3.0381405,232.27957916259766,5197.097878456116,0.14577095,0.17393343,0.157554,19.849657,19.775953
Tunisia,2023,19.512299,9.634786,3.081535,312.3963928222656,5166.153307437897,0.14406113,0.16876167,0.14508069,19.88353,19.934593
Tunisia,2024,19.807585,10.880101,3.0809717,254.5499258339405,5196.60068321228,0.15665276,0.18486023,0.16563462,20.146894,20.206377
Turkiye,1985,11.927836,4.6947656,2.4046254,628.8712852597237,5046.315832614899,0.24323343,0.24168079,0.22977696,12.754659,12.7328825
Turkiye,1986,12.384892,5.2538857,2.3191319,582.4321161806583,5151.615174770355,0.23402815,0.22877462,0.2323029,13.018379,13.11214
Turkiye,1987,11.733188,4.5180154,2.4137313,700.8264620304108,5008.545457363129,0.24888088,0.24693859,0.23687969,12.454674,12.46212
Turkiye,1988,11.916661,4.9663315,2.380451,716.9572562873363,5006.226388454437,0.25637668,0.25595596,0.24344198,12.625981,12.656247
Turkiye,1989,12.205586,4.4761276,2.3673322,503.41844779253006,5244.955148220062,0.2283966,0.22548485,0.22471385,12.903613,12.838086
Turkiye,1990,12.12675,4.6420975,2.3770478,510.55868685245514,5271.867266178131,0.2383061,0.2363286,0.23539479,12.663777,12.648727
Turkiye,1991,11.790337,5.021807,2.3099682,662.4160547852516,4927.875596046448,0.2513167,0.24741553,0.23612253,12.736066,12.798424
Turkiye,1992,10.627757,3.3362706,2.3868258,542.3866198062897,4994.109530925751,0.24030177,0.23751448,0.22976317,11.870074,11.907077
Turkiye,1993,11.645474,3.7930858,2.3893237,549.3299121260643,5133.21897983551,0.23395824,0.23277815,0.2314251,12.375798,12.349907
Turkiye,1994,13.097339,5.303243,2.4049337,613.9177118837833,5172.964704036713,0.2363286,0.23188122,0.22094852,13.810946,13.785716
Turkiye,1995,12.278621,5.191027,2.3955684,665.3729358911514,5100.470705986023,0.25032985,0.24441199,0.22605415,12.835136,12.929667
Turkiye,1996,12.536682,5.4810357,2.3205535,695.8193004727364,5050.343754768372,0.24987538,0.24224757,0.22560138,13.055875,12.974338
Turkiye,1997,11.6408,4.666504,2.3788557,685.9897978901863,5023.690345287323,0.25578094,0.25030094,0.22454369,12.187294,12.260292
Turkiye,1998,13.092346,6.20077,2.3693404,672.983041100204,5102.138855457306,0.24889867,0.2506228,0.24465494,13.427173,13.376579
Turkiye,1999,13.351588,6.323313,2.2969277,580.2734046578407,5144.518994808197,0.24180919,0.23814452,0.24027489,13.570023,13.597859
Turkiye,2000,12.2031355,5.02091,2.3420045,594.4903909265995,5108.760596752167,0.23463607,0.23225743,0.2360528,12.783806,12.916199
Turkiye,2001,13.702863,6.0359244,2.4823349,673.6142101585865,5229.310794830322,0.22485368,0.21869792,0.21564718,14.040265,14.0346985
Turkiye,2002,12.449054,5.4443536,2.240775,583.7888554930687,5125.690661907196,0.24768011,0.24436265,0.2508433,12.976741,13.081943
Turkiye,2003,12.526782,4.916392,2.4580126,611.6264698654413,5162.382533550262,0.23459661,0.23278253,0.23253955,12.943069,12.863942
Turkiye,2004,12.522052,4.4949393,2.4451272,555.8004348278046,5232.270489215851,0.22096582,0.21703266,0.221669,13.245575,13.254906
Turkiye,2005,12.604215,5.0365753,2.435169,629.3284991681576,5148.078683853149,0.23461394,0.22682412,0.21076602,13.13076,13.187129
Turkiye,2006,12.546445,4.9785767,2.3608274,568.8713814169168,5158.619001865387,0.23707686,0.23054893,0.21309793,13.151013,13.129804
Turkiye,2007,13.22733,4.6541343,2.406288,546.9923454225063,5340.854419231415,0.22445025,0.2141713,0.19294786,13.650813,13.466992
Turkiye,2008,12.918302,4.5745087,2.423553,465.5794046074152,5308.499689102173,0.2219642,0.21440609,0.20224951,13.504743,13.39944
Turkiye,2009,13.016904,5.609469,2.3951533,771.478211581707,5118.697150230408,0.2511505,0.2445603,0.22502826,13.336337,13.32426
Turkiye,2010,14.371971,6.666242,2.3889897,714.8219253569841,5165.462518215179,0.24313338,0.2381844,0.2280968,14.814354,14.747159
Turkiye,2011,11.899918,4.5824714,2.3252695,622.9944517165422,5120.335382461548,0.24383427,0.23900785,0.21828346,12.585383,12.836553
Turkiye,2012,12.950353,5.06383,2.3985481,715.995033711195,5153.952983856201,0.23595423,0.22816682,0.21204351,13.876124,13.679817
Turkiye,2013,13.017903,4.3139877,2.4684713,521.5546240359545,5322.96719789505,0.22573765,0.22202878,0.2053407,13.790929,13.967837
Turkiye,2014,13.758179,6.145096,2.3024452,668.7510099112988,5178.960941314697,0.23697065,0.22438474,0.17823303,14.156453,13.984879
Turkiye,2015,13.069717,5.522242,2.3709693,674.376147955656,5091.242906570435,0.24040796,0.23391896,0.21732719,13.815529,13.930717
Turkiye,2016,13.539248,4.841034,2.4769638,618.7676855176687,5241.909828186035,0.21671657,0.20229603,0.17605396,14.1946745,14.291728
Turkiye,2017,13.032387,4.745842,2.3771262,610.2723322212696,5218.057949066162,0.23030989,0.21659583,0.17679954,13.803569,13.759415
Turkiye,2018,14.336871,6.5632987,2.3660915,673.1371239125729,5187.632251262665,0.23600042,0.22705938,0.19264077,15.020358,15.030922
Turkiye,2019,13.706111,5.8040924,2.3874114,660.1706134080887,5195.911671638489,0.23069473,0.22024675,0.2016875,14.307037,14.3518095
Turkiye,2020,13.948853,5.3503366,2.4181736,520.6778081357479,5312.1275153160095,0.21894413,0.20934461,0.18862237,14.536389,14.584602
Turkiye,2021,13.454869,5.1881204,2.5247025,613.6914145052433,5217.89310503006,0.22132772,0.20934302,0.17331855,14.196498,14.263324
Turkiye,2022,13.043994,5.18339,2.4611185,556.4965552687645,5161.598031044006,0.22497123,0.21658488,0.19556104,13.881009,13.893834
Turkiye,2023,13.860044,6.2744064,2.3656437,717.6848054975271,5116.928288936615,0.24034382,0.2292042,0.1888748,14.421974,14.40655
Turkiye,2024,14.526001,6.3360496,2.4062722,578.533859193325,5229.685537338257,0.21987861,0.20467556,0.17603211,15.319638,15.407359
