Country,Year,Month,Temperature_K,Dewpoint_Temperature_K,Wind_Speed_10m_m_s,Total_Precipitation_m,Surface_Net_Solar_Radiation_J_m2,Soil_Moisture_Layer1,Soil_Moisture_Layer2,Soil_Moisture_Layer3,Soil_Temperature_Layer2_K,Soil_Temperature_Layer3_K
Algeria,1985,1,279.5295,275.55957,2.8660657,0.0022212188,7.4245405e+06,0.33317104,0.32791728,0.28008565,279.7848,281.43048
Algeria,1985,2,284.4702,278.6023,2.753909,0.0012306272,1.1236066e+07,0.28217876,0.2989149,0.2798414,283.25482,283.19464
Algeria,1985,3,282.16663,277.73657,2.864231,0.0037230186,1.2607504e+07,0.3139973,0.31807423,0.29255137,282.46747,282.79123
Algeria,1985,4,287.54907,280.234,2.7888348,0.0013682854,1.8208682e+07,0.24696958,0.2812925,0.287363,286.9342,285.62314
Algeria,1985,5,289.54782,283.3703,2.5869749,0.002477762,1.7645158e+07,0.275779,0.2910366,0.2751166,289.07407,287.7161
Algeria,1985,6,297.01346,286.79413,2.3618343,0.00041406893,2.145273e+07,0.16422124,0.21859497,0.24832413,296.16464,293.26025
Algeria,1985,7,300.60837,286.65555,2.1952443,0.00021098954,2.1424476e+07,0.12509234,0.17715208,0.21734455,299.94336,297.3524
Algeria,1985,8,299.04422,286.49402,2.213997,0.00013868458,1.9516756e+07,0.113544665,0.1674771,0.20143364,299.59137,298.5539
Algeria,1985,9,295.20627,286.1171,1.9292672,0.0012653758,1.5548555e+07,0.15692303,0.17321673,0.19037932,296.11084,296.5669
Algeria,1985,10,290.53784,283.69284,1.9660987,0.001122799,1.2017508e+07,0.18844493,0.19930486,0.18040344,291.5438,293.22324
Algeria,1985,11,286.48257,281.1895,2.6885657,0.002413411,8.1555285e+06,0.25960776,0.24356815,0.18031798,287.09274,289.41376
Algeria,1985,12,282.3889,278.23367,2.5355392,0.0011974857,6.85352e+06,0.28232875,0.27674586,0.20822667,282.42355,284.6651
Algeria,1986,1,280.70447,276.60095,3.2506406,0.0023619656,7.5891575e+06,0.30478522,0.29664233,0.2314568,280.9923,282.82083
Algeria,1986,2,281.81247,276.9282,3.417896,0.002104861,1.0052353e+07,0.3248991,0.32307476,0.2692777,281.112,281.65906
Algeria,1986,3,283.3345,278.71048,2.6078923,0.0032097772,1.3271282e+07,0.32242924,0.33049104,0.2907445,283.43915,283.53494
Algeria,1986,4,285.58673,278.86868,3.0379972,0.0014164629,1.7191738e+07,0.25329718,0.27968115,0.28472853,285.50574,284.85587
Algeria,1986,5,293.21436,283.8536,2.337688,0.0008940818,2.0359246e+07,0.1778616,0.22561382,0.25891703,292.1834,289.46915
Algeria,1986,6,295.28464,285.23337,2.2667022,0.0007231562,2.1080466e+07,0.17602584,0.20844848,0.23034152,294.65988,292.50537
Algeria,1986,7,298.4791,285.73712,2.3530312,0.0003994201,2.0984122e+07,0.13301335,0.1767867,0.20811541,298.23093,296.2765
Algeria,1986,8,300.4831,286.905,2.1471188,0.00030308447,1.9158192e+07,0.122820444,0.16791561,0.19845057,300.28223,298.62183
Algeria,1986,9,295.64648,286.45023,2.1726065,0.0012450533,1.5215919e+07,0.14976254,0.16723873,0.18770795,296.69772,297.10074
Algeria,1986,10,290.92206,285.62827,2.1413732,0.0019670282,1.1008808e+07,0.24590088,0.22720267,0.18516761,291.79,293.54553
Algeria,1986,11,284.91394,280.31223,2.365974,0.0017750445,8.210336e+06,0.2591189,0.25952846,0.19687411,285.81247,288.2968
Algeria,1986,12,281.11508,277.74615,2.5210104,0.0023016953,6.4955205e+06,0.3098948,0.30012566,0.22819883,281.88596,284.47888
Algeria,1987,1,280.4163,275.52356,3.0865834,0.002057787,7.8559905e+06,0.31631878,0.3150316,0.26816988,280.1066,281.62918
Algeria,1987,2,281.87787,278.01453,3.217577,0.0037692694,9.178016e+06,0.34611022,0.3421452,0.29503614,281.636,282.34506
Algeria,1987,3,283.80273,279.02896,2.6260564,0.0014862893,1.3611569e+07,0.28901637,0.30957562,0.30456007,283.71765,283.49588
Algeria,1987,4,288.6824,280.98502,2.4861557,0.000824449,1.8280228e+07,0.2364222,0.274299,0.28480163,287.6455,285.87012
Algeria,1987,5,290.12988,282.5316,2.4248912,0.0013338564,1.8989002e+07,0.19308405,0.22655931,0.26266083,290.47757,289.27435
Algeria,1987,6,296.1442,285.74124,2.4846935,0.0002920083,2.1193406e+07,0.15452911,0.20266771,0.23634642,295.52362,293.0138
Algeria,1987,7,299.20728,288.75348,2.2352376,0.0007306404,1.9914278e+07,0.14909126,0.18316281,0.2173028,298.88376,296.6396
Algeria,1987,8,300.836,286.30685,2.3108203,0.00027558766,1.9036544e+07,0.11848164,0.16583599,0.19830135,300.36972,298.70483
Algeria,1987,9,297.95602,286.02216,2.0845613,0.00062549417,1.6050646e+07,0.12608752,0.16125083,0.18636806,298.51022,298.20654
Algeria,1987,10,293.03564,283.8848,2.5064478,0.00093200605,1.1978575e+07,0.18515702,0.194565,0.1812913,293.44522,294.8542
Algeria,1987,11,285.16293,279.5973,2.8613305,0.0018535556,8.546338e+06,0.23088476,0.21955444,0.18407135,286.77658,290.08075
Algeria,1987,12,284.16898,279.76257,2.3101246,0.000880527,7.290433e+06,0.25554803,0.25431627,0.20251206,284.06857,286.0199
Algeria,1988,1,282.81717,277.92236,3.0587003,0.0013440708,7.549505e+06,0.27595899,0.27210173,0.21866904,282.32465,283.7725
Algeria,1988,2,281.81158,276.70975,2.5122287,0.001279008,1.081389e+07,0.25711828,0.26532176,0.22833677,282.33466,283.55963
Algeria,1988,3,283.9366,277.0591,3.033229,0.0015120821,1.4712339e+07,0.2553243,0.27128857,0.23699726,283.4282,283.21176
Algeria,1988,4,287.89386,280.83972,2.492546,0.0015618474,1.7366058e+07,0.20207131,0.22299789,0.22774825,287.89853,286.84732
Algeria,1988,5,291.9439,283.79782,2.4567134,0.0017065058,1.8756452e+07,0.22233105,0.23737447,0.21848567,291.29227,289.5144
Algeria,1988,6,295.01804,286.44528,2.5247056,0.0018322165,2.026166e+07,0.20029189,0.2266675,0.20875989,294.86008,292.9276
Algeria,1988,7,300.17813,287.35236,2.265336,0.00015182301,2.1407508e+07,0.13227083,0.18599598,0.19523485,299.52023,296.8907
Algeria,1988,8,300.3517,287.3605,2.1679566,0.00018087862,1.9379078e+07,0.11840126,0.1665005,0.18671781,300.40997,298.98944
Algeria,1988,9,294.75568,285.14688,2.2185035,0.00094673235,1.5853623e+07,0.14828858,0.17251311,0.1768365,296.0903,296.9026
Algeria,1988,10,292.45453,283.23474,2.1824589,0.00073990604,1.1965331e+07,0.1631566,0.17766774,0.16705808,292.87265,294.09897
Algeria,1988,11,286.33252,281.3011,2.2895803,0.0015100682,8.126186e+06,0.21084642,0.20753093,0.17262027,287.59274,290.16605
Algeria,1988,12,280.71985,277.29196,2.6671507,0.0025580644,6.7831085e+06,0.30991215,0.29650941,0.21203922,281.50558,284.34082
Algeria,1989,1,280.39795,275.8845,1.9906274,0.000713755,8.562836e+06,0.25998613,0.27424482,0.23934308,280.30777,282.02744
Algeria,1989,2,282.23972,276.35092,2.7812033,0.0011194152,1.1047554e+07,0.24672468,0.26201022,0.2381738,281.58893,282.00784
Algeria,1989,3,285.46884,278.75156,2.6977055,0.0014628009,1.5161618e+07,0.22956811,0.2540106,0.23456791,285.02948,284.49838
Algeria,1989,4,286.3393,279.44943,3.3690984,0.002358606,1.7279636e+07,0.2534742,0.26233348,0.23508298,286.55762,285.95096
Algeria,1989,5,291.17044,282.64444,2.414943,0.0007290235,2.0308674e+07,0.191104,0.22949308,0.23229432,290.6153,288.6869
Algeria,1989,6,294.58093,285.66055,2.118502,0.001434694,2.0625146e+07,0.20634003,0.23118268,0.22541979,294.07632,292.07443
Algeria,1989,7,299.72287,286.25504,2.2926624,0.0002636401,2.1039934e+07,0.132725,0.18484995,0.20673679,299.22998,296.75928
Algeria,1989,8,300.31827,288.20465,2.0356326,0.0011677814,1.8184106e+07,0.13367416,0.16896062,0.19008544,300.3855,298.8614
Algeria,1989,9,295.44092,287.99753,2.180704,0.001094944,1.5127461e+07,0.18996695,0.20926975,0.1837427,296.1646,296.63028
Algeria,1989,10,291.00894,284.5249,2.1563687,0.0005776265,1.235147e+07,0.17308928,0.20000264,0.18436812,291.91953,293.2837
Algeria,1989,11,287.37686,281.08398,2.4591782,0.0012473286,9.022953e+06,0.19801342,0.20241122,0.18667874,287.8471,289.8924
Algeria,1989,12,285.15427,279.94742,2.4799118,0.0007449552,7.218927e+06,0.22237909,0.22777294,0.19144745,285.094,287.102
Algeria,1990,1,281.3114,278.15085,2.4452035,0.0019192236,7.0984355e+06,0.2977582,0.27884036,0.20906565,281.75742,283.69257
Algeria,1990,2,285.0367,277.93848,2.3415906,6.828695e-05,1.2595743e+07,0.20699555,0.24455747,0.21772273,284.00262,284.14078
Algeria,1990,3,285.5293,279.14462,2.397173,0.0014875286,1.3711133e+07,0.19999412,0.21305367,0.21007934,285.81473,285.79037
Algeria,1990,4,286.18643,280.4505,2.7431965,0.0022907064,1.6617974e+07,0.25757116,0.25435814,0.21302098,286.43768,286.01093
Algeria,1990,5,290.98517,285.02853,2.2444818,0.002691879,1.7958766e+07,0.27241448,0.28452083,0.23451748,290.55215,289.02744
Algeria,1990,6,297.42856,286.43842,2.2584796,0.000605772,2.1104918e+07,0.16624534,0.21289274,0.22043027,296.53494,293.70126
Algeria,1990,7,298.5985,286.84555,2.3098366,0.0005133769,2.1021914e+07,0.13643116,0.18183102,0.20544246,298.75308,296.9552
Algeria,1990,8,298.17465,287.81598,2.048522,0.0006708252,1.8987348e+07,0.14975248,0.18524054,0.19534071,298.78595,297.7811
Algeria,1990,9,298.4345,287.64682,2.1476882,0.0005586014,1.553595e+07,0.1441217,0.17062467,0.18387143,298.64224,298.12967
Algeria,1990,10,292.1223,284.31915,2.4764872,0.00081810734,1.2029391e+07,0.16712901,0.1772263,0.18077067,293.1662,294.8079
Algeria,1990,11,285.45502,281.17404,2.709038,0.0025898211,7.885699e+06,0.25550175,0.23991942,0.18966487,286.9463,289.78333
Algeria,1990,12,280.2881,276.74194,2.890584,0.0025924451,6.635325e+06,0.30814323,0.29797924,0.22717649,281.0093,283.77087
Algeria,1991,1,280.24503,276.16214,2.1915483,0.0013409533,8.2077915e+06,0.29172805,0.29595265,0.2572784,280.40457,282.2726
Algeria,1991,2,280.56705,276.56732,2.6470988,0.0023759755,9.416998e+06,0.32360494,0.3183354,0.271962,280.50732,281.36945
Algeria,1991,3,284.75168,279.41275,3.368261,0.0033442115,1.2599361e+07,0.3164958,0.3253797,0.28860775,284.0615,283.59164
Algeria,1991,4,284.74777,279.21164,2.8132906,0.0014712339,1.6675554e+07,0.2823033,0.30293554,0.29306895,284.94907,284.62164
Algeria,1991,5,287.81052,280.53082,2.5916526,0.0012616676,1.9727192e+07,0.21261151,0.24756831,0.26801032,287.63293,286.1826
Algeria,1991,6,295.28394,285.35583,2.4065366,0.0003749247,2.130082e+07,0.17232847,0.2192106,0.24800234,294.59598,291.90652
Algeria,1991,7,299.5677,286.4213,2.2147632,0.00016095312,2.118176e+07,0.1255156,0.18142073,0.2267374,298.8827,296.204
Algeria,1991,8,299.8229,286.37607,2.1137924,0.0005385694,1.9309194e+07,0.129869,0.1726585,0.20609887,299.4045,297.77637
Algeria,1991,9,296.42944,287.59158,2.1637607,0.0011020699,1.534314e+07,0.15881523,0.16905212,0.18432386,297.4985,297.57346
Algeria,1991,10,289.71185,283.93283,2.4306083,0.0025911864,1.0524293e+07,0.25537807,0.23517533,0.18706512,290.8361,292.9489
Algeria,1991,11,284.45767,279.15573,2.540555,0.0010343154,8.731835e+06,0.24424699,0.25648785,0.2024465,285.1069,287.72882
Algeria,1991,12,280.62634,276.57217,2.3507695,0.000653751,7.1044105e+06,0.26331836,0.26482072,0.21674243,281.22083,283.7312
Algeria,1992,1,279.71408,275.59393,2.1754568,0.0022073735,7.704082e+06,0.25588426,0.2642812,0.22683328,279.649,281.2801
Algeria,1992,2,281.354,276.4042,2.1186857,0.0010797046,1.1062849e+07,0.2810264,0.29450107,0.25532117,280.8994,281.494
Algeria,1992,3,283.27322,278.51163,2.8164842,0.0022474667,1.3053866e+07,0.28555742,0.2952859,0.26502922,283.11472,282.98447
Algeria,1992,4,285.92984,279.87073,3.1033711,0.0027540661,1.7129306e+07,0.28247017,0.3015373,0.27876544,285.36075,284.16418
Algeria,1992,5,290.55212,283.4789,2.350969,0.00252623,1.9002828e+07,0.25643864,0.28368747,0.27454075,289.49667,287.8427
Algeria,1992,6,292.88416,284.16595,2.6943119,0.00092351495,2.0069292e+07,0.19650073,0.23444013,0.2517041,292.49722,290.8273
Algeria,1992,7,297.15784,287.43616,2.1401024,0.00075734325,2.0454576e+07,0.16006361,0.19665009,0.22730902,296.65054,294.36377
Algeria,1992,8,299.44284,286.17035,2.066369,9.5202835e-05,1.9604938e+07,0.12136247,0.17444202,0.21185666,299.18115,297.4192
Algeria,1992,9,296.3438,286.1805,2.0791204,0.00046095872,1.5905248e+07,0.13092664,0.16406018,0.19553714,296.89224,296.72018
Algeria,1992,10,290.19937,282.8059,2.6283283,0.0014140231,1.1449635e+07,0.1954989,0.1982965,0.18642697,290.96948,292.66635
Algeria,1992,11,286.04837,280.94067,2.3930893,0.0016015047,8.617638e+06,0.25225374,0.24903819,0.20008703,286.2828,288.61676
Algeria,1992,12,282.24725,277.716,2.8711736,0.0019748756,6.9134735e+06,0.258325,0.26115417,0.21474656,282.506,284.7507
Algeria,1993,1,280.0753,274.73593,1.99461,0.00058585615,9.082118e+06,0.26263753,0.2821417,0.24883677,279.84256,281.72784
Algeria,1993,2,280.5851,276.52576,2.4071233,0.0016576506,1.0024092e+07,0.26332203,0.2656099,0.25209248,280.93933,281.88208
Algeria,1993,3,283.49435,277.5147,2.6515603,0.0012092155,1.4746997e+07,0.26342726,0.27657923,0.25309137,282.90622,282.43542
Algeria,1993,4,286.76422,279.17752,2.643651,0.0014993696,1.7831974e+07,0.21449041,0.23695977,0.23951961,286.50592,285.51636
Algeria,1993,5,291.4355,283.0929,2.636936,0.0012520436,1.9881446e+07,0.21857202,0.24985754,0.23915721,290.4468,288.28873
Algeria,1993,6,296.7064,286.18948,2.4341986,0.000239532,2.1504058e+07,0.13738166,0.19366625,0.22804831,296.206,293.54065
Algeria,1993,7,299.49036,286.43506,2.5222528,0.00011183647,2.1342424e+07,0.11798835,0.17240565,0.2103134,299.16232,296.99216
Algeria,1993,8,300.10168,286.9427,2.2130404,0.0002807772,1.9038912e+07,0.12156204,0.16550677,0.19620217,300.16583,298.781
Algeria,1993,9,294.8042,285.25897,2.5296876,0.001241684,1.5606447e+07,0.16584715,0.17307144,0.18636636,295.80173,296.55597
Algeria,1993,10,291.06458,282.69412,2.6390233,0.00093254825,1.1683286e+07,0.17817101,0.19411655,0.17639305,291.61053,292.95862
Algeria,1993,11,285.3016,280.92862,2.4424028,0.0015688669,7.7823505e+06,0.24362023,0.23537983,0.18399428,286.252,288.84732
Algeria,1993,12,282.29346,278.39163,2.5042744,0.0015915614,7.0923515e+06,0.2725816,0.27318957,0.20868427,282.37463,284.63065
Algeria,1994,1,281.55734,277.56055,3.032056,0.0017056054,7.6084865e+06,0.29031834,0.28957573,0.22951384,281.56927,283.17096
Algeria,1994,2,282.49817,276.49216,3.1954002,0.0018473979,1.1210999e+07,0.28360382,0.2932681,0.24651335,281.70178,282.17102
Algeria,1994,3,285.98148,279.46957,2.2483215,0.00047056325,1.5433759e+07,0.20923264,0.2432662,0.24156474,285.4881,284.79678
Algeria,1994,4,285.52902,277.9999,3.061329,0.0013716548,1.7919558e+07,0.20654088,0.21999367,0.2240583,285.96017,285.70566
Algeria,1994,5,293.86942,282.06863,2.5928931,0.0004192488,2.1026296e+07,0.15253778,0.19018698,0.20834665,292.40918,289.59644
Algeria,1994,6,296.7271,283.68344,2.6475475,0.00019278744,2.2192578e+07,0.12560193,0.16919112,0.1964092,296.8012,294.57397
Algeria,1994,7,301.02472,285.24475,2.1761386,9.9307996e-05,2.1909814e+07,0.116684824,0.16378404,0.18949336,300.42853,297.9265
Algeria,1994,8,302.31622,286.73865,2.1874259,0.00017379141,1.9489274e+07,0.11670798,0.15870036,0.18137482,301.8759,300.08353
Algeria,1994,9,295.92444,286.51138,2.4550483,0.0021720247,1.5211667e+07,0.16684033,0.17531748,0.17090361,297.15353,297.98398
Algeria,1994,10,290.79068,286.28018,2.164938,0.002164589,1.0700888e+07,0.28583077,0.27682418,0.19008172,291.43063,293.29758
Algeria,1994,11,286.82187,282.24258,2.0923152,0.0009047707,9.163329e+06,0.24367847,0.25976896,0.2049056,287.32404,289.648
Algeria,1994,12,282.37683,278.26532,2.3475676,0.0009809969,7.5471085e+06,0.22933854,0.2435587,0.2154777,282.72244,285.34192
Algeria,1995,1,280.65662,276.93027,3.058206,0.0029346833,7.725802e+06,0.31289688,0.3087633,0.25729907,280.89493,282.4826
Algeria,1995,2,284.10068,278.84827,2.6247663,0.0009903013,1.1492401e+07,0.23348205,0.2639999,0.26427117,283.51068,283.71344
Algeria,1995,3,283.7042,278.23712,2.936177,0.0022757186,1.4227884e+07,0.29747772,0.3082835,0.27461034,283.58282,283.86478
Algeria,1995,4,285.9703,278.12085,2.6086626,0.0009648957,1.8539532e+07,0.19147474,0.22573924,0.25256854,285.9693,285.3423
Algeria,1995,5,292.6641,281.79144,2.6498234,0.00017721883,2.1165662e+07,0.1490706,0.19564983,0.2255956,291.8198,289.4196
Algeria,1995,6,295.73337,286.23032,2.3771124,0.0008223964,2.0162394e+07,0.15940088,0.18800521,0.21440014,295.27686,293.13425
Algeria,1995,7,299.79526,286.20825,2.402943,0.00013407596,2.1777892e+07,0.11468376,0.16314426,0.1884138,299.45828,296.93137
Algeria,1995,8,299.06418,287.05142,2.3052876,0.0007986369,1.8671928e+07,0.13345373,0.15721206,0.17009813,299.5249,298.59824
Algeria,1995,9,294.35916,285.64075,2.420746,0.0015725557,1.49308e+07,0.17250274,0.17414437,0.15787297,295.40326,296.1563
Algeria,1995,10,291.23718,284.50067,1.8508897,0.0010056471,1.18362e+07,0.20389351,0.205646,0.15613072,291.61066,292.79428
Algeria,1995,11,286.33292,279.432,2.8062582,0.0011388421,8.952216e+06,0.20060845,0.20421152,0.15981805,287.09708,289.4782
Algeria,1995,12,284.1693,280.11887,2.8814743,0.0015956569,6.86959e+06,0.26353812,0.24962384,0.17754287,283.8552,285.6141
Algeria,1996,1,283.43063,278.77493,3.0419893,0.0021136133,7.6895385e+06,0.30411145,0.28873304,0.20057298,283.22614,284.75848
Algeria,1996,2,280.99133,276.87503,3.5322545,0.004332102,9.401373e+06,0.3387398,0.3302341,0.24975164,281.35922,282.79782
Algeria,1996,3,284.2263,279.11105,2.7129383,0.002041899,1.3688683e+07,0.30988586,0.32471365,0.2884178,283.46066,283.09677
Algeria,1996,4,286.62848,280.8087,2.8100328,0.0027947498,1.6017029e+07,0.25546017,0.2738284,0.27328825,286.5105,285.8678
Algeria,1996,5,290.34085,283.44644,2.4063337,0.0018388487,1.9811336e+07,0.26988307,0.29978034,0.28161255,289.6012,288.13757
Algeria,1996,6,294.341,286.02557,2.225848,0.0012741961,2.0197092e+07,0.19595546,0.23031399,0.25029507,293.75012,291.87192
Algeria,1996,7,298.47986,286.02612,2.413607,0.00043413966,2.0913214e+07,0.13776447,0.1840814,0.2184085,297.8142,295.37384
Algeria,1996,8,299.37363,287.87372,2.3023157,0.0005909295,1.8414476e+07,0.123708464,0.16116321,0.1908926,299.60724,298.1579
Algeria,1996,9,293.57758,284.8765,2.6104605,0.0010661691,1.5201962e+07,0.17131262,0.1746422,0.17375591,294.35464,295.1943
Algeria,1996,10,288.96228,281.6758,2.5088074,0.00088345096,1.2089391e+07,0.1616827,0.17359135,0.16330576,289.92474,291.57108
Algeria,1996,11,286.29352,278.66168,3.0418642,0.0006954077,8.981358e+06,0.16074808,0.17390972,0.16418566,286.7023,288.7554
Algeria,1996,12,283.6233,278.12762,3.2078364,0.0013437029,7.167093e+06,0.2310299,0.20984413,0.17176968,283.419,285.43045
Algeria,1997,1,282.72382,277.72156,2.9649253,0.0014967362,7.6725695e+06,0.2669607,0.25014925,0.18608235,282.27625,283.57227
Algeria,1997,2,283.75827,277.94058,2.1400712,0.0005649915,1.1951185e+07,0.23068464,0.2499043,0.197432,283.14423,283.5692
Algeria,1997,3,284.38712,276.71915,2.3503177,0.00040996377,1.6001635e+07,0.16587347,0.1987558,0.19072448,284.59473,284.5711
Algeria,1997,4,287.20435,280.03107,2.5923388,0.0024213647,1.6720688e+07,0.22764166,0.214482,0.18470094,286.7681,286.02274
Algeria,1997,5,293.01898,283.2111,2.500396,0.00080468814,2.0267866e+07,0.17515704,0.20661303,0.17857735,292.1118,289.73404
Algeria,1997,6,297.83606,285.34564,2.6701338,0.00046183978,2.1534424e+07,0.13727406,0.17844398,0.1785552,297.44736,295.01035
Algeria,1997,7,299.28027,286.24203,2.5868917,0.00020213054,2.1219022e+07,0.11936679,0.1598596,0.1672056,298.93723,296.79608
Algeria,1997,8,299.01743,287.76346,2.240312,0.00087759335,1.832961e+07,0.1443027,0.15733069,0.15912087,299.29752,298.36417
Algeria,1997,9,295.34808,287.88516,2.0877554,0.0019390958,1.4259643e+07,0.1977901,0.18859813,0.1481364,295.8784,296.33875
Algeria,1997,10,291.40442,284.8924,2.3721693,0.0014569336,1.1297314e+07,0.19828998,0.20071545,0.14778465,292.30267,293.82257
Algeria,1997,11,286.01212,281.6415,3.1285522,0.0031047375,7.766302e+06,0.29756948,0.27619368,0.1711121,286.406,288.86334
Algeria,1997,12,282.93427,278.8664,2.9203699,0.0017151034,7.02083e+06,0.30661526,0.30298227,0.21897386,283.09802,285.3286
Algeria,1998,1,281.82074,277.5489,2.6574135,0.0008656071,8.394157e+06,0.27390763,0.28341538,0.2405276,281.564,283.19662
Algeria,1998,2,283.17636,278.62457,2.2817364,0.0012915655,1.1111479e+07,0.27160513,0.27669954,0.24640298,282.82706,283.39862
Algeria,1998,3,284.38733,277.61862,2.569378,0.00096704514,1.515182e+07,0.22495587,0.25201485,0.24152134,284.1224,283.92484
Algeria,1998,4,287.75592,280.14206,3.1696594,0.002207635,1.7467784e+07,0.2225069,0.23389931,0.22408561,287.37784,286.4635
Algeria,1998,5,290.25943,284.08087,2.5768175,0.0031711946,1.764615e+07,0.2660912,0.276552,0.22756849,289.62997,288.29523
Algeria,1998,6,297.30563,284.28955,2.4398696,0.00046860747,2.158947e+07,0.16199559,0.20885651,0.20819204,295.96027,293.02884
Algeria,1998,7,300.49326,285.44806,2.4315727,4.416916e-05,2.2027282e+07,0.108940415,0.16128893,0.17970362,300.22116,297.69437
Algeria,1998,8,299.50977,287.52032,2.393572,0.0005076646,1.8764812e+07,0.12913053,0.15713301,0.17047438,299.70792,298.44708
Algeria,1998,9,296.66534,286.87015,2.582303,0.0015034361,1.5019871e+07,0.14998616,0.1609331,0.15445323,297.44806,297.7452
Algeria,1998,10,289.08414,282.01657,2.3500726,0.0012028496,1.1883141e+07,0.21208286,0.21913439,0.1576759,290.15533,292.3681
Algeria,1998,11,285.08823,279.7731,2.5050824,0.0020850226,8.2794195e+06,0.20059416,0.2114951,0.16291168,286.26035,288.8592
Algeria,1998,12,280.9779,276.53146,2.5214763,0.0011476672,7.4218585e+06,0.26991263,0.26936707,0.19585897,281.22485,283.85165
Algeria,1999,1,281.56076,277.48105,2.761443,0.00279764,7.208435e+06,0.3110085,0.30087477,0.2233255,281.27008,282.63895
Algeria,1999,2,280.32477,276.01633,2.8596644,0.0016854379,9.642603e+06,0.31410867,0.31789097,0.26032636,280.14066,281.1194
Algeria,1999,3,284.61353,278.76157,2.860849,0.0019770395,1.4329531e+07,0.26588205,0.28183308,0.25588423,284.1446,283.81863
Algeria,1999,4,287.9455,279.62338,2.6905959,0.0005078001,1.9354366e+07,0.2025479,0.24381721,0.24126582,287.18646,285.75308
Algeria,1999,5,294.74936,283.48837,2.6544542,0.0007184024,2.0567466e+07,0.15948306,0.20367807,0.22157486,293.38467,290.77155
Algeria,1999,6,298.04987,285.96014,2.4959097,0.00039798717,2.1118968e+07,0.12987116,0.17169565,0.20160456,297.54605,295.02426
Algeria,1999,7,299.85477,286.40814,2.4448519,0.0002039217,2.1452586e+07,0.11515846,0.15886372,0.18167993,299.76242,297.79315
Algeria,1999,8,302.18686,287.5416,2.338988,0.0003091938,1.8677428e+07,0.116623096,0.15358607,0.16721947,301.86954,299.92014
Algeria,1999,9,296.8192,286.98062,2.3492496,0.0008851163,1.583288e+07,0.14490323,0.15415831,0.1552829,297.90356,298.34665
Algeria,1999,10,293.39517,284.65854,2.4157422,0.001156318,1.1886488e+07,0.18921828,0.18461275,0.15003939,293.7422,295.03824
Algeria,1999,11,284.67236,279.7151,2.6309874,0.001942223,8.27911e+06,0.2181099,0.21081538,0.1549635,286.38,289.905
Algeria,1999,12,281.9008,278.05432,3.042822,0.0032561347,6.6443905e+06,0.30556047,0.29327556,0.18889678,282.35886,284.9259
Algeria,2000,1,279.40826,275.1781,1.8953812,0.00046383427,8.82497e+06,0.2897385,0.3003381,0.24983338,279.51343,281.7605
Algeria,2000,2,282.8218,276.5196,2.3369102,0.00035361468,1.2113637e+07,0.21577173,0.2507635,0.24521726,282.18652,282.59863
Algeria,2000,3,285.6081,277.66235,2.3646305,0.00074184727,1.56155e+07,0.18761472,0.21813887,0.23393166,285.076,284.44547
Algeria,2000,4,288.48743,278.75772,3.4146967,0.0008335888,1.8857688e+07,0.18070368,0.20025976,0.21807279,288.04742,286.90298
Algeria,2000,5,293.82675,284.87357,2.4462574,0.0018895047,1.9508944e+07,0.1759717,0.19433501,0.20820616,293.08408,290.8909
Algeria,2000,6,296.56946,285.6476,2.4151814,0.00049263815,2.1527286e+07,0.15873928,0.19787577,0.20038313,295.98077,293.72818
Algeria,2000,7,300.64685,285.66025,2.5539386,7.666186e-05,2.1871084e+07,0.11325719,0.16707253,0.18734613,300.27698,297.93866
Algeria,2000,8,300.3915,284.3445,2.4025033,0.00030074143,1.9787324e+07,0.120902725,0.16042684,0.17788684,300.1288,298.75348
Algeria,2000,9,295.921,285.59158,2.2800562,0.00093491067,1.570898e+07,0.13169071,0.15573452,0.16928703,297.11926,297.74982
Algeria,2000,10,289.5231,283.73837,2.5182958,0.0016016113,1.1249178e+07,0.22659676,0.21016487,0.16809006,290.32312,292.52454
Algeria,2000,11,286.04337,279.95786,2.8425162,0.001300134,8.997891e+06,0.23190637,0.2364979,0.17554827,286.3675,288.73477
Algeria,2000,12,283.39883,277.86035,2.9485512,0.0012000515,7.79297e+06,0.24164835,0.2462869,0.1946003,283.19733,285.38998
Algeria,2001,1,282.05408,277.39066,3.1732574,0.0025800716,7.9796215e+06,0.29754364,0.2880499,0.22208014,281.76324,283.34784
Algeria,2001,2,281.78387,276.4306,2.791666,0.001513273,1.1448673e+07,0.28412133,0.29495746,0.25551888,281.59973,282.57397
Algeria,2001,3,288.12833,279.51898,2.9682946,0.0005774038,1.5271766e+07,0.21210222,0.24694526,0.24727441,286.72705,285.54706
Algeria,2001,4,287.235,279.42944,2.7292955,0.0014702172,1.821512e+07,0.18947567,0.20839913,0.2241119,287.33167,286.70135
Algeria,2001,5,291.1202,282.90445,2.5993447,0.001270333,1.9171468e+07,0.21123032,0.23158409,0.21121423,290.55563,288.94925
Algeria,2001,6,297.87515,283.5673,2.6155725,0.0001556958,2.260124e+07,0.120901175,0.17449616,0.19291693,297.142,294.39517
Algeria,2001,7,300.49606,285.58575,2.4028974,0.00017386887,2.1453788e+07,0.113979004,0.16335922,0.1843768,299.86746,297.55936
Algeria,2001,8,300.53558,287.46783,2.1775608,0.00035853314,1.9390796e+07,0.12075921,0.1619431,0.17799401,300.66635,299.30865
